ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±ÕÃÖ°í±â¿Â(¡ÆC),Æò±ÕÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú±â¿Â ³ªÅ¸³­³¯(yyyymmdd),Æò±Õ¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð(hPa),ÃÖÀú¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÀÌ½½Á¡¿Âµµ(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ ³ªÅ¸³­³¯(yyyymmdd),¿ùÇÕ°­¼ö·®(00~24h¸¸)(mm),ÀÏÃÖ´Ù°­¼ö·®(mm),1½Ã°£ÃÖ´Ù°­¼ö·®(mm),10ºÐÃÖ´Ù°­¼ö·®(mm),ÀÏÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),1½Ã°£ÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),10ºÐÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÇ³¼Ó(m/s),ÃÖ´ëÇ³¼Ó(m/s),ÃÖ´ë¼ø°£Ç³¼Ó(m/s),ÃÖ´ëÇ³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ë¼ø°£Ç³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ëÇ³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ë¼ø°£Ç³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ÙÇ³Çâ(16¹æÀ§),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÀÏÁ¶À²(%),ÇÕ°è ÀÏ»ç·®(MJ/m2),ÃÖ½ÉÀû¼³(cm),ÃÖ½É½ÅÀû¼³(cm),3½Ã°£½ÅÀû¼³ÇÕ(cm),ÃÖ½ÉÀû¼³ ³ªÅ¸³­³¯(yyyymmdd),ÃÖ½É½ÅÀû¼³ ³ªÅ¸³­³¯(yyyymmdd)
90,¼ÓÃÊ,2022-11,11,16,6.3,22.3,-4.6,20221112,20221130,7.5,17.5,.8,20221113,20221130,1.2,55,10,20221126,38.4,9.8,0,0,20221128,20221111,20221111,1.9,10.3,23.5,270,270,20221125,20221125,270,198.8,65.35,,,,,,
90,¼ÓÃÊ,2022-12,-.2,4.1,-4.4,11.6,-12.5,20221208,20221223,2.2,6,.6,20221209,20221219,-14.6,35,11,20221202,.7,.7,,,20221213,,,2.4,8.8,17,290,270,20221231,20221222,290,233.5,78.81,,,,,,
90,¼ÓÃÊ,2023-01,.2,4.6,-4.3,15.1,-16,20230112,20230125,3,9.5,.6,20230113,20230125,-11.8,45,9,20230103,94.7,47.7,,,20230115,,,2,8.7,17.8,290,290,20230101,20230120,290,215.7,70.65,,,,,,
90,¼ÓÃÊ,2023-02,2.7,6.6,-1.6,15.6,-6.4,20230227,20230202,3.8,7.3,1.3,20230212,20230220,-7.2,53,9,20230228,43.4,26,,,20230213,,,1.9,9.1,14.8,290,290,20230228,20230228,290,186.6,61.89,,,,,,
90,¼ÓÃÊ,2023-03,9.3,13.4,4.6,25.4,-1.7,20230330,20230313,6.2,12.3,1.4,20230331,20230313,-1,54,9,20230330,10.1,6.3,,,20230312,,,2.1,8.2,13.8,360,270,20230323,20230313,270,224,60.46,,,,,,
90,¼ÓÃÊ,2023-04,12.6,17.4,8,26.9,4,20230420,20230417,8.6,15.8,1.3,20230411,20230412,3.6,61,8,20230412,57,28,5.4,2.7,20230405,20230405,20230411,2.2,11.3,25.5,270,270,20230411,20230411,270,212.2,53.61,,,,,,
90,¼ÓÃÊ,2023-05,17,21.8,12.6,34.4,5.5,20230516,20230508,12.5,20.1,4.9,20230529,20230509,9.7,67,12,20230509,81,48.4,6,2.7,20230506,20230506,20230518,1.9,8.2,11.9,360,360,20230505,20230505,140,232.6,52.66,,,,,,
90,¼ÓÃÊ,2023-06,21.9,26.2,17.9,34.3,13.3,20230628,20230603,18.9,26,8.5,20230629,20230603,16.4,74,21,20230604,200.1,38.2,14.6,6.7,20230621,20230621,20230613,1.8,9,13.2,360,340,20230609,20230609,140,244.9,55.26,,,,,,
90,¼ÓÃÊ,2023-07,25.8,30,22.8,35.1,19.6,20230730,20230708,25.7,31.5,13.5,20230714,20230706,21.4,79,27,20230707,108.2,29.4,27,18.9,20230709,20230709,20230709,1.5,7.7,16.7,270,290,20230705,20230706,140,184.5,40.95,,,,,,
90,¼ÓÃÊ,2023-08,24.7,28,22.2,36.6,19.1,20230804,20230831,26.1,33.2,20.2,20230802,20230831,21.7,85,36,20230803,669.6,368.7,91.3,16.8,20230810,20230810,20230810,1.4,11.2,18.6,360,20,20230810,20230810,360,121.9,47.36,,,,,,
90,¼ÓÃÊ,2023-09,21.7,25.1,18.5,30.6,13.6,20230919,20230922,21,28.3,10.5,20230912,20230930,18,81,39,20230930,208.2,76.8,18.7,7.2,20230913,20230913,20230913,1.4,8.1,13,70,70,20230920,20230920,270,156.6,41.91,,,,,,
90,¼ÓÃÊ,2023-10,16.4,21.2,11.5,25.5,6.3,20231004,20231022,10.9,16.9,3.3,20231012,20231021,7.8,59,18,20231020,31.4,18.7,6,2.7,20231008,20231008,20231008,1.8,6.8,12,20,180,20231027,20231018,270,218.1,62.69,,,,,,
90,¼ÓÃÊ,2023-11,8.8,13.6,4.2,27.5,-6,20231102,20231130,6.2,19.4,1.2,20231102,20231129,-2.6,48,11,20231110,60.1,27.7,,,20231103,,,2.4,12.2,23.4,270,270,20231106,20231106,270,208.7,68.58,,,,,,
90,¼ÓÃÊ,2023-12,2.3,5.9,-2.3,19,-13.2,20231209,20231222,4.5,12.4,.7,20231209,20231221,-6.6,56,17,20231218,205,66.6,,,20231211,,,2.3,11.7,18.1,270,290,20231226,20231216,290,174,58.72,,,,,,
90,¼ÓÃÊ,2024-01,.6,4.6,-3.2,11.1,-12.3,20240131,20240123,3.5,7.1,1,20240118,20240124,-8.7,53,13,20240117,11.6,9.3,,,20240120,,,2,11.5,19.1,270,250,20240111,20240122,290,203.4,66.64,,,,,,
90,¼ÓÃÊ,2024-02,1.9,5.7,-1.2,18.1,-5.6,20240214,20240216,5.3,9.2,2.2,20240214,20240211,-2.3,75,24,20240212,125.7,39.2,,,20240215,,,1.7,7.5,13.5,270,290,20240214,20240214,290,109.7,35.1,,,,,,
90,¼ÓÃÊ,2024-03,5.7,10,1.3,20.6,-7.4,20240315,20240302,5.3,10.9,1,20240328,20240301,-3.1,58,15,20240330,58.6,18.5,,,20240326,,,2.2,11.2,19.7,270,270,20240315,20240315,290,212.9,57.32,,,,,,
90,¼ÓÃÊ,2024-04,13.9,18.4,9.5,27.1,2.1,20240425,20240410,10.2,16.2,3.4,20240415,20240401,6.8,66,21,20240407,63.4,32.7,8.4,3.4,20240420,20240420,20240420,2.2,7.9,12.5,340,290,20240428,20240425,340,195.2,52.74,211.45,,,,,
90,¼ÓÃÊ,2024-05,17.8,22.7,13,33.2,6.5,20240523,20240509,11.9,18.1,5.2,20240526,20240518,9.1,61,16,20240519,63.4,22.2,7,2.1,20240507,20240515,20240515,2.6,10.2,16.7,340,290,20240516,20240517,270,253.2,59.13,646.8,,,,,
90,¼ÓÃÊ,2024-06,22.3,26.1,18.6,34.2,11.2,20240612,20240603,19.4,26.6,10.7,20240630,20240618,16.8,74,25,20240617,133.8,64.8,18.3,6.4,20240630,20240630,20240630,2.1,7,12.3,340,360,20240630,20240630,140,279.7,63.08,687.49,,,,,
90,¼ÓÃÊ,2024-07,26.8,30.3,24,36.5,19.2,20240728,20240711,25.9,34,17.9,20240727,20240705,21.6,75,40,20240705,109.3,44.5,11.6,3.8,20240702,20240702,20240702,2.4,11.6,20.6,270,290,20240721,20240721,250,150.5,33.41,498.29,,,,,
90,¼ÓÃÊ,2024-08,27.6,31.2,24.3,36.6,20.7,20240801,20240831,28.7,35.4,18.6,20240820,20240831,23.3,79,40,20240823,46.4,23.8,16.4,6.3,20240820,20240820,20240820,2.1,7.6,16.4,250,270,20240823,20240823,140,229,54.29,588.88,,,,,
90,¼ÓÃÊ,2024-09,22.1,25.3,19.2,31.3,13.4,20240901,20240924,22.5,30.9,12.9,20240910,20240923,19.1,85,48,20240923,457.9,128.2,50.5,16.4,20240920,20240920,20240920,2.2,9.4,15.4,20,90,20240920,20240920,270,114.2,30.63,336.95,,,,,
90,¼ÓÃÊ,2024-10,16.1,20.2,12.4,25,8.1,20241001,20241024,13.6,19.6,6,20241001,20241002,11.2,74,31,20241002,143.2,44.7,16.6,5,20241018,20241018,20241018,2.1,12.6,26.4,250,270,20241023,20241023,270,131.8,37.98,291.84,,,,,
90,¼ÓÃÊ,2024-11,10.8,15.2,6.8,21.8,-.9,20241112,20241129,8.5,17.7,1.6,20241116,20241129,3,61,21,20241129,17.6,9.7,,,20241105,,,2.5,9.5,19.5,270,290,20241126,20241126,270,169,55.68,269.69,,,,,
90,¼ÓÃÊ,2024-12,3.1,7.2,-1,15.5,-5.2,20241202,20241228,2.8,8.4,1.3,20241202,20241228,-11.4,36,11,20241204,3.2,3.1,,,20241211,,,2.8,9.6,18.4,270,320,20241215,20241215,270,222.3,75.03,269.29,,,,,
90,¼ÓÃÊ,2025-01,1.2,5.2,-2.5,10.6,-11.5,20250122,20250109,3,6.7,.6,20250125,20250109,-10.9,43,11,20250130,14.5,7.9,,,20250124,,,3,12.4,23.2,270,290,20250128,20250129,270,201.8,66.03,284.1,,,,,
90,¼ÓÃÊ,2025-02,1.2,5.6,-3.3,16.7,-11.5,20250228,20250208,2.4,6.3,.7,20250202,20250205,-13.8,34,8,20250227,,,,,,,,3,12.8,20.6,270,290,20250225,20250205,270,234.1,77.49,401.34,,,,,
90,¼ÓÃÊ,2025-03,6.8,11.5,2.6,24.9,-2.5,20250324,20250319,5.8,10.2,1.2,20250326,20250330,-1.4,61,13,20250329,98.4,17.2,,,20250328,,,2.8,9.4,20.4,270,290,20250322,20250321,270,201.4,54.24,452.05,,,,,
90,¼ÓÃÊ,2025-04,11.7,16.5,7.1,25.4,2,20250427,20250402,8.5,13.2,2.3,20250430,20250401,4.1,65,15,20250428,48.2,24.3,8.3,3.4,20250422,20250419,20250419,2.6,10.1,18.4,140,320,20250412,20250413,270,253.7,64,604.54,,,,,
90,¼ÓÃÊ,2025-05,16.5,21,12.3,30.1,6.3,20250513,20250507,12.2,22.9,4.1,20250516,20250504,9.4,67,13,20250519,72.2,47.2,9.6,2,20250509,20250509,20250509,2.4,10.9,19.4,270,320,20250504,20250504,270,238.2,53.89,628.93,,,,,
90,¼ÓÃÊ,2025-06,22.8,27.3,19,34.2,14.3,20250630,20250603,18.8,27.4,8.4,20250629,20250606,16.2,69,18,20250606,30.2,11,8.5,6.1,20250616,20250616,20250603,2.1,8.1,18.7,270,320,20250611,20250604,110,222.2,50.12,607,,,,,
90,¼ÓÃÊ,2025-07,26.7,30.1,24,35,19.7,20250721,20250715,26.4,33.8,17.4,20250730,20250704,21.9,77,37,20250704,148.6,75.6,22.6,5.7,20250714,20250714,20250714,1.9,11.1,17.6,20,50,20250715,20250715,270,208.7,47.89,584.93,,,,,
90,¼ÓÃÊ,2025-08,27.3,31,24,35,21.1,20250823,20250810,27.4,34.8,19.5,20250824,20250817,22.5,77,43,20250817,97.4,42.9,15.5,6.7,20250806,20250806,20250826,1.9,7.3,13.2,140,320,20250828,20250819,110,214.2,50.75,565.92,,,,,
90,¼ÓÃÊ,2025-09,22.2,25.9,18.6,31.9,13.6,20250901,20250922,20.8,31.1,11.4,20250901,20250910,17.9,78,41,20250925,379.1,118.8,22.6,7.8,20250913,20250913,20250917,2,9.7,15.1,20,20,20250913,20250913,270,163.5,43.83,410.63,,,,,
90,¼ÓÃÊ,2025-10,15.4,18.4,12.8,27.2,.3,20251001,20251028,14.6,23.8,2.4,20251003,20251027,11.7,82,15,20251028,460.9,63,14,10.2,20251022,20251003,20251003,2.1,9.1,14.2,20,70,20251020,20251006,270,78.6,22.63,219.42,,,,,
90,¼ÓÃÊ,2025-11,10.3,14.9,5.6,20.5,-.5,20251116,20251119,6.3,13.8,1.4,20251107,20251117,-.8,49,11,20251117,30.3,23.7,,,20251108,,,2.5,10.5,21.4,250,270,20251130,20251130,270,224.7,73.94,309.83,,,,,
90,¼ÓÃÊ,2025-12,4,7.9,-.4,15.8,-9.4,20251220,20251226,3.9,11.2,.7,20251220,20251227,-8.3,44,10,20251208,10.8,3.3,,,20251213,,,2.7,12.2,24.4,290,290,20251227,20251201,270,194.7,65.73,250.35,,,,,
93,ºÏÃáÃµ,2016-10,14.1,20.9,8.6,29,-1.9,20161003,20161030,12,22.1,2.6,20161003,20161030,9,74,16,20161030,112.1,39,20.5,8.5,20161003,20161003,20161003,.9,6,10.1,250,110,20161008,20161023,70,185.3,53.29,381.67,,,,,
93,ºÏÃáÃµ,2016-11,5.1,11.2,-.5,19.5,-9.1,20161119,20161124,6.5,13.5,1.6,20161114,20161124,-.3,71,15,20161120,13.2,5.5,,,20161110,,,.9,5.5,9.9,340,50,20161108,20161106,50,147.4,48.44,259.88,.5,.5,.5,20161126,20161126
93,ºÏÃáÃµ,2016-12,-.2,5.3,-5,10.2,-12.1,20161205,20161216,4.5,9.5,1.5,20161222,20161216,-4.9,74,18,20161201,83.1,49,,,20161222,,,.8,6.4,11.3,290,320,20161205,20161201,230,142.3,47.8,204.42,1,.5,1.5,20161209,20161227
93,ºÏÃáÃµ,2017-01,-3.4,3.3,-9.8,11.6,-17,20170108,20170124,3.3,7.6,.9,20170109,20170114,-9.7,66,15,20170110,15.9,7.1,,,20170127,,,1.1,7.7,13.7,270,270,20170112,20170112,50,204.2,66.6,286.3,10.7,7.5,19.4,20170130,20170127
93,ºÏÃáÃµ,2017-02,-1.5,5.4,-8.2,12.2,-15.7,20170228,20170202,3.4,9.6,1.4,20170217,20170202,-8.4,64,16,20170217,11,3.5,,,20170222,,,1.2,6.5,10.9,270,340,20170224,20170220,50,214.9,71.04,356.79,8.3,0,0,20170201,20170223
93,ºÏÃáÃµ,2017-03,4.6,12.2,-2.3,19,-8.3,20170319,20170308,4.8,8.9,1.2,20170331,20170307,-4.1,59,14,20170319,17.9,11.5,,,20170331,,,1.3,7,12,360,230,20170306,20170308,230,212.4,57.24,436.28,,,,,
93,ºÏÃáÃµ,2017-04,13.2,21,5.6,29.1,-.8,20170430,20170403,7.6,13.7,2,20170409,20170412,2.3,55,9,20170410,54.1,21,5,1.5,20170405,20170405,20170418,1.9,8.7,14,230,270,20170414,20170414,230,257.3,65.01,560.07,,,,,
93,ºÏÃáÃµ,2017-05,18.6,26.2,11.3,30.7,6.7,20170520,20170508,11.3,19.4,2.5,20170512,20170506,8.2,56,12,20170506,25.5,10.5,10.5,7,20170513,20170513,20170513,1.8,9.4,15.9,250,250,20170506,20170506,230,280.1,63.49,645.7,,,,,
93,ºÏÃáÃµ,2017-06,22.3,29.6,15.8,35,9.2,20170623,20170611,15.2,23.5,4.2,20170624,20170610,12.6,59,12,20170610,38.1,14.5,5.5,2.5,20170607,20170606,20170625,1.5,7,12.3,230,160,20170609,20170602,230,271.2,61.23,656.82,,,,,
93,ºÏÃáÃµ,2017-07,26.3,30.7,23,34.9,19.4,20170706,20170701,25.9,33.2,15.4,20170722,20170705,21.6,78,29,20170705,477.8,146.5,31,12.5,20170710,20170710,20170710,1,7.4,10.9,230,230,20170714,20170714,230,126.4,28.13,421.28,,,,,
93,ºÏÃáÃµ,2017-08,24.4,29.6,20.5,37.5,13.9,20170805,20170831,22.9,31.5,9.8,20170824,20170826,19.4,76,22,20170826,376.3,89,66.5,17,20170824,20170824,20170824,1.1,6.4,12.2,50,20,20170806,20170824,90,150.3,35.65,438.14,,,,,
93,ºÏÃáÃµ,2017-09,19.1,26.5,13,30.5,4.9,20170904,20170929,15.9,24.1,6.1,20170910,20170929,13.6,74,20,20170928,33.8,17,16.5,12.5,20170919,20170919,20170919,1.1,6.2,10.7,230,20,20170929,20170915,230,220.3,59.06,480.31,,,,,
93,ºÏÃáÃµ,2017-10,13.5,21,7.7,26.9,-3.7,20171008,20171031,11.4,19.7,2.3,20171009,20171030,8.1,74,14,20171030,42.6,22.5,7,3,20171011,20171011,20171011,1.1,5.9,11.1,230,70,20171031,20171022,360,196.9,56.61,366.06,,,,,
93,ºÏÃáÃµ,2017-11,3.2,9.9,-3,18.8,-10.2,20171108,20171119,5.5,15.3,1,20171103,20171130,-3.2,67,11,20171130,15.9,6.9,,,20171125,,,1.2,8,14.3,250,270,20171124,20171115,20,185.3,60.83,267.52,2.9,2.9,3.4,20171125,20171125
93,ºÏÃáÃµ,2017-12,-4.3,1.5,-10.3,8.6,-19,20171223,20171213,3.1,6.8,.9,20171204,20171226,-10.4,67,15,20171205,24.5,10.4,,,20171224,,,1.2,7.2,12.8,250,230,20171211,20171211,20,183.8,61.72,248.12,6.3,6.3,19,20171210,20171210
93,ºÏÃáÃµ,2018-01,-6,.6,-11.8,8.6,-21.7,20180117,20180127,2.6,6.8,.4,20180115,20180124,-13.2,60,15,20180124,6.5,3.7,,,20180122,,,1.3,8.4,13.8,250,250,20180110,20180110,20,203,66.23,297.61,5,5,10.6,20180123,20180122
93,ºÏÃáÃµ,2018-02,-3.4,3.6,-10.3,10.4,-19.2,20180226,20180207,2.5,6.9,.7,20180223,20180211,-13.2,53,12,20180224,33,28.5,,,20180228,,,1.5,7.5,12.9,250,340,20180210,20180210,200,214.2,70.86,345.45,7.6,7.6,7.6,20180223,20180223
93,ºÏÃáÃµ,2018-03,7,13.8,.2,23.4,-8.2,20180329,20180302,6.1,15,2.1,20180315,20180302,-1.1,61,15,20180311,32,11,,,20180304,,,1.8,8.8,13.5,250,250,20180301,20180301,50,204.3,55.07,434.45,,,,,
93,ºÏÃáÃµ,2018-04,12,19.5,4.9,29.2,-3,20180421,20180408,7.9,14.9,1.6,20180404,20180407,2.6,60,6,20180421,117.2,46.5,8,2.5,20180423,20180404,20180410,1.9,8.7,16.2,230,290,20180410,20180407,200,218.7,55.3,505.89,1.5,1.5,1.5,20180408,20180408
93,ºÏÃáÃµ,2018-05,17.2,23.9,10.8,31,2.9,20180526,20180504,12.6,26.1,4.7,20180517,20180519,9.6,66,16,20180526,200.5,97,26.5,12.5,20180517,20180517,20180517,1.7,8.3,16.7,250,230,20180504,20180517,200,233.2,52.89,577.58,,,,,
93,ºÏÃáÃµ,2018-06,22.6,29.3,16.6,34.5,11.9,20180624,20180616,16.3,27.1,8.5,20180626,20180622,14,63,16,20180622,88.6,57.5,24.5,10,20180626,20180628,20180628,1.5,8.6,15.3,230,230,20180628,20180628,230,252.8,57.08,628.31,,,,,
93,ºÏÃáÃµ,2018-07,26.3,31.8,21.7,37.6,13.7,20180722,20180708,23.7,32.6,11.7,20180714,20180707,20,71,28,20180722,189.7,76.5,16.5,7,20180702,20180702,20180702,1.3,6.7,11,90,70,20180707,20180706,200,243.9,54.26,520.07,,,,,
93,ºÏÃáÃµ,2018-08,26.9,32.9,22.2,40.6,15.8,20180801,20180818,23.5,31.5,12.7,20180803,20180817,19.9,69,25,20180801,354.6,189.5,45,23,20180829,20180815,20180815,1.3,10.3,14.9,50,50,20180815,20180815,50,223,52.83,464.48,,,,,
93,ºÏÃáÃµ,2018-09,19.1,25.7,13.4,29.5,6.5,20180904,20180925,15.3,24.1,6,20180903,20180924,13,72,21,20180924,63,28,16,5.5,20180903,20180903,20180903,1.1,5.9,8.6,270,250,20180930,20180930,70,205.5,55.05,397.14,,,,,
93,ºÏÃáÃµ,2018-10,10.3,17.9,4.4,25,-2.5,20181004,20181030,9.2,16.8,3.8,20181005,20181021,5.1,75,16,20181021,102.6,59.5,9,2,20181006,20181006,20181006,1.1,8.6,14.3,70,320,20181006,20181006,360,200.3,57.54,314.48,,,,,
93,ºÏÃáÃµ,2018-11,5.1,12.1,0,19.3,-7.3,20181103,20181123,6.6,12.9,1.6,20181108,20181123,.3,75,17,20181123,56.9,44.5,,,20181108,,,.7,6.7,8.7,250,270,20181122,20181122,200,148.2,48.61,206.42,8.5,8.5,8.5,20181124,20181124
93,ºÏÃáÃµ,2018-12,-3.2,3.4,-8.7,12,-16.9,20181204,20181228,3.2,11.7,.4,20181204,20181227,-10.6,62,10,20181227,17.3,8,,,20181203,,,1,6.4,10.4,340,340,20181227,20181208,20,194.9,65.42,216.07,2.6,2.6,4.2,20181211,20181211
93,ºÏÃáÃµ,2019-01,-3.9,4.2,-10.9,8.3,-15.1,20190123,20190103,2.5,5.9,.9,20190128,20190108,-12.7,56,12,20190124,.2,.2,,,20190128,,,1,7.7,10.1,250,270,20190115,20190108,20,228.9,74.78,251.44,0,0,0,20190128,20190128
93,ºÏÃáÃµ,2019-02,-.6,5.9,-6.7,13.4,-13.6,20190227,20190201,3.4,7.4,1,20190207,20190213,-8.9,59,13,20190204,27.5,17.2,,,20190203,,,.9,5.9,9.1,200,340,20190207,20190204,200,201.8,66.82,324.29,4,4,7.4,20190219,20190219
93,ºÏÃáÃµ,2019-03,5,12.3,-1.8,18.3,-7.3,20190319,20190314,4.8,10.7,.8,20190321,20190313,-4.2,58,6,20190326,30.9,15.5,,,20190320,,,1.4,8.4,14.7,230,200,20190330,20190330,200,199.4,53.82,431.23,,,,,
93,ºÏÃáÃµ,2019-04,10.6,18.3,3.3,28.3,-5.1,20190422,20190401,7,17.8,.6,20190424,20190405,.4,57,3,20190405,49.7,16.4,7.6,3.2,20190425,20190406,20190406,1.5,7.6,12.4,200,250,20190404,20190401,200,205.8,52.09,525.84,,,,,
93,ºÏÃáÃµ,2019-05,18.3,26.6,10,33.3,2.6,20190524,20190507,10.6,22.2,1.5,20190519,20190506,6.8,55,5,20190505,31.4,16.1,3.4,1.1,20190519,20190527,20190519,1.6,8,13.9,270,270,20190521,20190521,200,298.6,67.74,742.98,,,,,
93,ºÏÃáÃµ,2019-06,21.4,27.8,15.5,33.1,9.9,20190627,20190611,17.6,28.4,9,20190628,20190608,15.2,72,19,20190608,88.7,25.2,15.6,8.8,20190607,20190621,20190621,1.2,7.4,14.3,70,50,20190609,20190609,200,235,53.06,652.98,,,,,
93,ºÏÃáÃµ,2019-07,25,29.9,21,36.2,14.8,20190705,20190709,24.4,34,9.6,20190730,20190705,20.3,78,16,20190705,252.2,85.7,24.3,7.5,20190726,20190726,20190726,1.2,5.7,10.9,70,50,20190710,20190707,50,140.5,31.24,494.97,,,,,
93,ºÏÃáÃµ,2019-08,25.6,31.2,21.2,36.5,16.1,20190805,20190831,25.6,34.2,14.9,20190812,20190823,21.3,80,35,20190805,186.6,68.6,33.1,13.3,20190812,20190812,20190812,1.1,7,11.4,340,200,20190807,20190812,200,220.9,52.33,583.7,,,,,
93,ºÏÃáÃµ,2019-09,20.7,26.5,16.2,31.6,10.7,20190907,20190919,19.4,32.4,9.5,20190906,20190918,16.6,80,24,20190918,147.9,54.4,38.8,10.6,20190905,20190905,20190905,1.1,12.5,20.7,200,200,20190907,20190907,230,138.1,36.94,395.49,,,,,
93,ºÏÃáÃµ,2019-10,14,20.7,8.3,29.9,.2,20191001,20191030,12.5,24.9,6.1,20191002,20191030,9.7,78,25,20191008,48.4,17.8,4.6,1.8,20191002,20191002,20191005,1,6.2,12.6,340,20,20191003,20191003,20,189.2,54.34,372.17,,,,,
93,ºÏÃáÃµ,2019-11,4.9,11.9,-.6,20.3,-7.5,20191101,20191120,6.7,14.5,1.2,20191101,20191114,.3,76,13,20191114,57.8,29.4,,,20191117,,,.9,7.9,13,250,250,20191119,20191119,320,167.3,54.83,272.42,.3,.3,.3,20191115,20191115
93,ºÏÃáÃµ,2019-12,-.7,4.3,-5.4,10.5,-13.4,20191211,20191206,4.4,10.4,.4,20191217,20191205,-5.6,74,6,20191205,10.5,2.7,,,20191223,,,.9,7.7,12.7,250,250,20191211,20191211,340,143.2,48.1,217.32,.9,.9,2.3,20191214,20191214
93,ºÏÃáÃµ,2020-01,-.7,5.6,-5.8,10.9,-10.6,20200126,20200115,4.2,9.3,1.6,20200108,20200113,-5.6,73,22,20200120,55.9,37.5,,,20200107,,,1,5.9,11.4,50,230,20200127,20200120,20,187.4,61.24,278.76,.4,.4,1,20200106,20200106
93,ºÏÃáÃµ,2020-02,.7,6.9,-5,15.5,-14.8,20200215,20200206,4.6,9.7,1.1,20200215,20200205,-5,69,18,20200203,35.3,19.4,,,20200225,,,1.2,8.6,13.3,250,250,20200222,20200222,200,183.5,58.61,331.85,1.8,1.8,2,20200205,20200204
93,ºÏÃáÃµ,2020-03,6.1,13.5,-1.5,21,-6.6,20200326,20200306,5.1,14.7,1.4,20200327,20200313,-3.5,57,7,20200328,13.7,7,,,20200310,,,1.5,9.6,20.1,230,230,20200319,20200319,200,238.5,64.18,509.82,,,,,
93,ºÏÃáÃµ,2020-04,9.7,17.4,1.7,24.6,-4.5,20200430,20200405,5.9,14.5,1.3,20200430,20200404,-1.6,52,8,20200405,17,10.2,4.1,1.1,20200417,20200417,20200417,1.9,9.5,15.9,250,230,20200421,20200421,200,257.6,65,605.88,,,,,
93,ºÏÃáÃµ,2020-05,17.4,23.7,11.5,29.8,5.4,20200530,20200520,13.6,20.4,3.1,20200502,20200508,11,72,8,20200508,122.2,40.5,13,6.3,20200509,20200518,20200518,1.5,8.7,17.6,70,70,20200518,20200518,200,193.7,43.89,583.23,,,,,
93,ºÏÃáÃµ,2020-06,23.5,29.5,17.9,35.8,13.6,20200622,20200603,19.9,27.9,10.4,20200629,20200615,17.2,72,22,20200622,79.1,45.1,11.6,2.3,20200624,20200624,20200624,1.5,7.9,18.9,200,70,20200615,20200630,200,225.2,50.85,650.42,,,,,
93,ºÏÃáÃµ,2020-07,23.3,27.9,19.1,32.7,16.1,20200717,20200712,22.7,30.9,11.3,20200731,20200703,19.3,81,30,20200704,183.6,60.9,17,5.6,20200723,20200714,20200722,1.3,10.5,18.4,70,90,20200723,20200723,20,140.4,31.24,511.36,,,,,
93,ºÏÃáÃµ,2020-08,25.6,29.6,22.8,35.4,20.3,20200826,20200823,29.2,35.2,23.4,20200828,20200831,23.6,90,50,20200825,821.2,188.5,72.5,18.8,20200803,20200803,20200803,1,7.3,12.7,160,160,20200827,20200827,230,92.3,21.92,356.98,,,,,
93,ºÏÃáÃµ,2020-09,19,24.9,14.5,30,8.2,20200901,20200921,18.2,29.8,7.5,20200902,20200920,15.7,84,27,20200920,153.1,43.1,11.4,6.7,20200903,20200903,20200916,1.3,11.2,17.2,340,340,20200903,20200903,20,162.6,43.64,421.25,,,,,
93,ºÏÃáÃµ,2020-10,10.9,19.1,4.5,23.7,-2.7,20201001,20201024,10.1,19.5,3.3,20201002,20201029,6.3,78,15,20201028,.3,.2,.2,.2,20201002,20201002,20201002,.9,8.1,14.1,110,110,20201009,20201009,230,221.5,63.72,420.29,,,,,
93,ºÏÃáÃµ,2020-11,5.3,12.1,-.3,19.4,-8.3,20201119,20201130,6.7,22,1.3,20201119,20201108,-.2,73,7,20201108,75.2,62.8,,,20201119,,,1.2,7.3,14.3,200,290,20201119,20201103,200,181.1,59.51,287.49,,,,,
